@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Cough,nonCough}

@DATA
0.124145,0.014937,3.034266,0.201528,0.168957,1.209369,0.003812,0.200158,-27.704172,-0.860725,-0.493777,-0.314686,-1.085349,0.120931,-0.044798,-0.066402,0.095996,-0.064659,-0.046451,-0.000173,0.076822,0.005999,0.004829,0.003074,0.005447,0.026391,0.005071,0.004004,0.002818,0.002841,0.004430,0.004688,0.005076,0.010277,-0.001367,0.000330,-0.000621,-0.001625,-0.000712,-0.016203,0.000049,-0.003339,0.162094,-0.017377,-0.021554,-0.010339,0.009712,-0.003998,0.016117,-0.011792,-0.008108,-0.000441,0.003457,-0.000889,0.007558,0.000002,-0.000246,-0.000047,-0.000037,-0.000459,-0.000009,0.000164,0.000215,0.000118,-0.000046,-0.000090,-0.000032,-0.000045,0.041159,0.017939,0.393841,0.027172,0.014374,0.402141,0.002879,0.078828,3.485960,1.014794,0.490693,0.545170,0.433225,0.393550,0.321651,0.347472,0.327616,0.312803,0.266573,0.231567,0.240152,0.008169,0.005383,0.003422,0.005987,0.032937,0.005845,0.004238,0.002720,0.003664,0.005528,0.007120,0.007059,0.007882,0.030846,0.015112,0.544335,0.022376,0.014882,0.406311,0.003235,0.069067,2.475400,0.671133,0.468527,0.475923,0.463682,0.403212,0.337273,0.285468,0.315145,0.348339,0.220361,0.273284,0.255292,0.010287,0.007709,0.004389,0.007745,0.023966,0.006905,0.005631,0.003645,0.004645,0.005992,0.008120,0.010155,0.006011,Cough
0.080556,0.010366,2.967928,0.135431,0.151184,0.658638,0.005236,0.115553,-26.345362,0.329522,-0.405712,0.067518,-0.589411,-0.108375,-0.040915,0.189122,0.100747,0.023760,-0.143200,-0.372922,-0.151538,0.017430,0.009343,0.015494,0.011062,0.010990,0.005324,0.005752,0.003532,0.005741,0.008021,0.012834,0.009801,0.009903,-0.000469,-0.000035,0.001316,0.000172,0.000783,-0.006281,0.000015,-0.000912,-0.111192,0.016923,-0.004891,0.009767,0.025660,0.019296,-0.007830,-0.011278,0.012632,-0.006088,-0.005608,-0.001997,-0.000632,0.000545,-0.000055,0.000491,-0.000589,0.000076,-0.000131,0.000079,0.000003,-0.000017,0.000038,0.000788,0.000110,0.000117,0.023226,0.014796,0.389636,0.020952,0.016217,0.331758,0.002723,0.043557,2.191081,0.659908,0.616861,0.469763,0.312397,0.321181,0.344686,0.283631,0.371898,0.293421,0.301387,0.216283,0.214128,0.015723,0.008516,0.014917,0.009902,0.012152,0.007161,0.004991,0.003324,0.004859,0.008813,0.012525,0.010358,0.005410,0.022918,0.018705,0.539189,0.020553,0.021298,0.345537,0.003226,0.047365,1.890262,0.516869,0.624821,0.453250,0.365059,0.372018,0.355974,0.339145,0.368608,0.334158,0.352683,0.279785,0.242854,0.023925,0.012747,0.019101,0.013863,0.013081,0.009244,0.006108,0.004147,0.006462,0.011055,0.012709,0.013369,0.007236,Cough
0.105282,0.019041,2.884950,0.172213,0.166767,0.971264,0.003978,0.155474,-25.320059,0.060086,-0.133058,0.555078,-0.527261,0.139143,-0.020845,0.009840,-0.151039,0.171490,-0.226268,0.093065,-0.008962,0.008309,0.002832,0.020429,0.004344,0.012162,0.010393,0.007140,0.005154,0.009972,0.008190,0.007131,0.003817,0.009626,-0.000282,-0.001195,0.000725,0.000056,0.000513,-0.008391,0.000048,-0.000332,-0.116096,0.063471,0.006366,-0.004851,0.000233,0.012921,-0.020696,0.028349,0.014756,-0.012589,0.005110,-0.012188,0.012019,0.000485,0.000038,0.003355,-0.000255,0.001518,-0.000433,-0.000384,-0.000245,0.000032,-0.000148,-0.000330,-0.000021,0.000816,0.032662,0.021217,0.515143,0.028229,0.016752,0.439196,0.002106,0.076642,2.355518,1.151304,0.462424,0.362610,0.428731,0.347624,0.378567,0.415735,0.233224,0.264285,0.231830,0.246312,0.216427,0.011158,0.002238,0.028535,0.004251,0.013583,0.011660,0.005891,0.004910,0.007964,0.009130,0.007538,0.005616,0.006524,0.033418,0.025758,0.767704,0.029182,0.021436,0.415678,0.002946,0.083814,1.948168,1.039564,0.408290,0.408628,0.351993,0.346805,0.364603,0.358410,0.272754,0.225909,0.263481,0.295225,0.240074,0.013821,0.002593,0.024071,0.004825,0.013118,0.012875,0.006813,0.005565,0.009394,0.011751,0.008965,0.007577,0.006742,Cough
0.088169,0.020859,3.022569,0.142564,0.152924,0.753411,0.003600,0.118345,-24.637333,0.136051,-0.179351,0.165352,-0.872047,-0.047970,0.305229,-0.113726,0.045802,-0.190527,-0.285550,-0.105776,-0.286507,0.007371,0.006826,0.011494,0.007576,0.009450,0.004003,0.004233,0.004113,0.006342,0.006061,0.012416,0.004878,0.005977,-0.000083,0.000126,0.019728,-0.000529,-0.000160,-0.011171,0.000104,-0.001356,0.117666,-0.007052,-0.013817,-0.000094,-0.006844,-0.007964,0.022552,0.013743,0.004844,0.008811,-0.007352,-0.002716,-0.004051,-0.000284,-0.000009,0.000233,-0.000285,-0.000004,0.000062,-0.000023,-0.000009,0.000346,-0.000112,0.000042,-0.000071,0.000010,0.014609,0.026642,0.327095,0.016179,0.016103,0.281502,0.001186,0.030484,2.195216,0.380072,0.396930,0.427665,0.545507,0.322231,0.278567,0.243658,0.187098,0.306091,0.281118,0.324355,0.216362,0.005261,0.006072,0.010723,0.006430,0.009259,0.003109,0.002546,0.004437,0.004406,0.004771,0.009018,0.003340,0.002820,0.014680,0.025613,0.477651,0.016230,0.016952,0.260198,0.001387,0.027901,1.781000,0.407186,0.473259,0.423287,0.473152,0.341917,0.241784,0.269123,0.249867,0.357803,0.280127,0.386861,0.229761,0.006679,0.007237,0.013936,0.007487,0.012623,0.004271,0.003751,0.006523,0.005502,0.006511,0.013673,0.004459,0.003730,Cough
0.105960,0.002836,2.844097,0.187063,0.193281,0.638983,0.005805,0.116059,-32.868992,0.785320,0.422498,0.502729,0.364946,0.096131,0.136802,-0.019951,0.195227,-0.208506,0.310745,-0.040395,0.079297,0.007307,0.002117,0.044613,0.007333,0.017246,0.005022,0.046144,0.001412,0.002334,0.005715,0.030752,0.002281,0.020997,0.000568,-0.000000,0.026881,0.000244,0.000604,-0.007890,0.000021,-0.000900,-0.016932,0.020440,-0.012876,0.003051,-0.015388,-0.000235,0.030926,-0.003211,0.006179,0.007701,-0.009898,0.007042,0.002416,-0.000088,-0.000040,-0.000184,0.000020,0.000022,0.000075,0.000117,0.000070,0.000033,0.000028,0.000151,0.000007,-0.000003,0.035415,0.005712,0.393534,0.027328,0.015354,0.375992,0.003374,0.057199,2.492912,0.851714,0.706972,0.370211,0.422332,0.231228,0.322120,0.308894,0.254836,0.261450,0.254072,0.155062,0.165379,0.009745,0.001939,0.029192,0.010091,0.016252,0.006323,0.044384,0.001668,0.002196,0.004742,0.032683,0.002118,0.012709,0.030338,0.005766,0.489267,0.024264,0.016458,0.422036,0.004401,0.067042,2.019722,0.682362,0.498671,0.337738,0.438895,0.273129,0.287790,0.308947,0.272820,0.288780,0.252997,0.216690,0.221216,0.013555,0.002592,0.031721,0.013634,0.018995,0.007282,0.061387,0.001989,0.002765,0.005969,0.036570,0.003058,0.015575,Cough
0.155433,0.003336,2.911170,0.190473,0.157109,1.421703,0.002582,0.274236,-29.971394,0.973617,-0.717375,-0.335083,0.331963,0.337044,0.217478,-0.109914,-0.356915,0.174047,-0.221104,0.314897,-0.025797,0.006420,0.002390,0.019649,0.006111,0.009450,0.010835,0.020039,0.012234,0.011935,0.006527,0.013707,0.003005,0.010951,0.011137,-0.000454,0.113642,0.013076,0.005685,0.145667,-0.000231,0.022986,-1.777885,-0.156755,0.081503,0.096543,0.022204,-0.033671,0.024406,0.016954,0.058346,-0.035691,0.049915,0.026592,0.008143,-0.002555,0.000411,0.007417,0.000841,0.000634,-0.003046,-0.000600,-0.000070,-0.000482,-0.000477,-0.002436,-0.000133,0.001174,0.038048,0.004283,0.443957,0.028435,0.015631,0.332995,0.000963,0.055070,2.738995,0.596759,0.377178,0.204057,0.230959,0.239135,0.272877,0.214225,0.253073,0.166848,0.290214,0.147115,0.171762,0.005219,0.001752,0.019779,0.002890,0.007461,0.006178,0.014598,0.015073,0.009358,0.005140,0.011091,0.002363,0.007642,0.028472,0.006347,0.631993,0.018543,0.017102,0.286505,0.001088,0.056284,1.790242,0.632132,0.483347,0.334371,0.311529,0.290808,0.303795,0.197715,0.208637,0.262776,0.341242,0.193501,0.193590,0.008360,0.002355,0.023847,0.003672,0.010978,0.006856,0.020502,0.020241,0.010621,0.006012,0.014121,0.003345,0.009363,Cough
0.154594,0.004225,2.993045,0.190084,0.154982,1.473290,0.003538,0.244644,-29.280161,0.925769,-0.123129,-0.645050,0.104608,-0.174841,0.024006,-0.074757,-0.296624,0.152084,-0.138327,0.168557,-0.130295,0.006069,0.003273,0.011641,0.007751,0.008253,0.008730,0.015278,0.007425,0.010401,0.009489,0.009416,0.004526,0.009573,-0.000309,0.000000,0.001636,-0.000117,0.000020,-0.000921,0.000107,0.000060,0.049523,0.013260,-0.004879,-0.003597,0.004768,-0.012005,-0.000797,-0.001199,0.000266,-0.000103,0.002672,-0.005869,-0.006079,-0.000028,0.000124,0.000007,0.000006,0.000109,0.000027,0.000036,0.000060,0.000000,0.000006,0.000028,0.000112,-0.000000,0.042696,0.005958,0.355195,0.029810,0.022370,0.395655,0.002078,0.077384,3.052366,0.701606,0.555727,0.431882,0.327916,0.334214,0.315115,0.310473,0.284600,0.277982,0.333990,0.250946,0.263514,0.005838,0.003924,0.012471,0.008172,0.009511,0.012530,0.016433,0.011212,0.012217,0.012249,0.009737,0.005047,0.007439,0.035005,0.007531,0.496237,0.026528,0.021341,0.374117,0.002099,0.073893,2.445465,0.685286,0.498893,0.450413,0.383531,0.352713,0.330690,0.325759,0.298912,0.354243,0.356085,0.259640,0.322990,0.008044,0.005531,0.011654,0.011030,0.012901,0.015897,0.017975,0.014886,0.016650,0.017432,0.012012,0.006283,0.006978,Cough
0.153962,0.004743,3.090133,0.192196,0.157259,1.179882,0.004827,0.225576,-30.207943,1.496843,-0.539784,-0.385178,0.266915,0.049765,0.084575,0.033411,-0.217209,0.007202,-0.125359,0.051170,0.020398,0.006873,0.004302,0.022580,0.010549,0.016958,0.006995,0.018003,0.003282,0.005145,0.007597,0.024378,0.004329,0.014771,0.000408,-0.000172,0.012369,0.001166,0.000245,0.007573,-0.000225,0.004125,-0.185066,0.015788,0.028972,0.044858,0.015448,0.003566,-0.020012,-0.011514,0.022839,0.005893,0.011363,-0.000053,0.007575,-0.001558,-0.000102,0.001277,0.000329,0.000881,-0.000576,0.000217,-0.000166,0.000127,0.000014,0.002297,-0.000255,0.000291,0.047118,0.005782,0.287538,0.033063,0.019863,0.407668,0.003706,0.085078,3.427108,0.682330,0.439319,0.426084,0.309604,0.212914,0.250854,0.222100,0.234011,0.201661,0.278832,0.237793,0.193615,0.009552,0.006021,0.027160,0.015706,0.021389,0.007145,0.015427,0.003710,0.005177,0.006398,0.028830,0.005633,0.009752,0.034569,0.005307,0.394931,0.020922,0.020637,0.357749,0.003385,0.060152,1.865446,0.512925,0.544292,0.368540,0.319266,0.227769,0.293110,0.241183,0.239780,0.203050,0.246738,0.272957,0.255325,0.015031,0.008761,0.033663,0.017389,0.029801,0.010844,0.019930,0.005352,0.007360,0.009636,0.036386,0.008330,0.009785,Cough
0.169454,0.004397,3.014646,0.195785,0.143066,1.632859,0.002110,0.282200,-29.732210,-0.287291,-0.676550,-0.315815,-0.245631,0.204481,-0.020329,0.012629,-0.205441,-0.038941,-0.185855,0.168550,-0.060653,0.004579,0.003954,0.006731,0.006774,0.006997,0.005652,0.005529,0.004157,0.004252,0.005829,0.005272,0.003505,0.004535,-0.002251,-0.000016,0.045637,-0.000227,0.004554,-0.016469,0.000019,-0.000383,-0.323878,0.161628,0.030437,0.043893,0.016475,-0.017617,-0.007882,-0.000973,0.016856,0.009255,-0.048814,-0.052769,-0.003986,0.000513,0.000319,0.000235,0.000365,0.000598,-0.000956,0.000967,0.000059,0.000404,0.000511,0.000717,0.000103,-0.000183,0.029260,0.007585,0.398564,0.019618,0.011172,0.282795,0.000880,0.040494,2.076284,0.567507,0.383828,0.337073,0.342237,0.218691,0.281817,0.217665,0.180195,0.188454,0.197243,0.219095,0.159334,0.002479,0.003251,0.006756,0.010136,0.004617,0.003334,0.003566,0.005138,0.003760,0.005663,0.003403,0.003669,0.003702,0.031550,0.007465,0.393814,0.020035,0.018192,0.364295,0.001017,0.052930,1.616101,0.582614,0.390778,0.383054,0.312473,0.282869,0.323416,0.232712,0.231455,0.233146,0.281047,0.199850,0.190021,0.003577,0.003984,0.010790,0.012350,0.006810,0.005614,0.004006,0.007023,0.005035,0.007129,0.004106,0.004294,0.003841,Cough
0.161222,0.003516,3.118529,0.203274,0.198133,1.271211,0.002848,0.274602,-28.010839,0.702040,-0.663879,-0.306804,-0.446688,-0.195549,-0.059834,-0.362467,-0.020082,-0.237382,-0.083017,0.020364,-0.109177,0.007508,0.005504,0.007199,0.009044,0.010867,0.014001,0.006158,0.004978,0.010170,0.012081,0.011974,0.007392,0.006564,-0.003025,0.000001,0.000331,-0.000940,-0.000360,-0.010891,0.000059,-0.010536,0.035687,-0.006976,0.001306,0.005734,-0.014925,-0.007907,-0.010431,-0.007121,0.015714,0.010278,0.003981,-0.009249,0.002323,0.000531,0.000422,0.000002,0.000071,0.000326,-0.000029,-0.000118,-0.000454,-0.000167,0.000255,0.000131,-0.000231,0.000095,0.057678,0.009983,0.290413,0.049541,0.026309,0.646178,0.001912,0.182329,2.249012,0.828656,0.580417,0.362218,0.293828,0.212904,0.314762,0.270163,0.224996,0.165946,0.160629,0.179760,0.116214,0.005227,0.004423,0.004433,0.006022,0.008946,0.015815,0.003509,0.005002,0.007658,0.008287,0.009485,0.003029,0.003819,0.054719,0.013114,0.370238,0.050408,0.027598,0.561251,0.001987,0.187684,2.147715,0.582867,0.427006,0.387149,0.351727,0.286121,0.328310,0.254561,0.207860,0.224741,0.248706,0.187942,0.150340,0.005606,0.006506,0.005967,0.008904,0.013062,0.015382,0.004238,0.005927,0.008600,0.009501,0.008515,0.004081,0.003190,Cough
0.125636,0.008043,3.007804,0.217928,0.213425,0.920065,0.005001,0.195389,-28.640055,1.209550,-0.875878,-0.710931,-0.386458,0.206309,-0.306085,-0.321176,0.054437,-0.217196,0.168397,-0.009827,0.054941,0.008040,0.005884,0.009022,0.023301,0.012647,0.018047,0.015779,0.005997,0.013039,0.008754,0.008352,0.007906,0.014181,-0.001806,0.000007,-0.001414,-0.006681,-0.004436,-0.013796,0.000529,0.000444,0.322695,-0.064497,-0.081114,-0.095992,-0.048634,0.051725,0.014319,0.036917,0.035176,-0.006063,0.019502,-0.024204,0.001035,0.001365,0.000436,0.000194,-0.010280,0.000245,0.002850,-0.000403,0.000015,-0.000204,-0.000216,-0.000932,0.000632,-0.002051,0.091174,0.018974,0.260240,0.065718,0.023095,0.831588,0.004114,0.193898,4.088041,1.141036,0.681074,0.485975,0.353371,0.605509,0.356979,0.290689,0.370211,0.206753,0.312339,0.204623,0.108923,0.010619,0.010924,0.006929,0.042967,0.017163,0.016509,0.018633,0.007862,0.019723,0.007578,0.007573,0.007746,0.009975,0.061961,0.027155,0.345657,0.034331,0.025119,0.590579,0.004558,0.135285,3.797620,0.925848,0.871689,0.304448,0.393523,0.434778,0.276866,0.339704,0.407382,0.219971,0.222661,0.240422,0.125663,0.012674,0.015675,0.010220,0.032255,0.023765,0.020037,0.017183,0.008548,0.017709,0.010310,0.006912,0.010474,0.008625,Cough
0.128456,0.010732,3.007974,0.216596,0.210682,1.094217,0.003801,0.239491,-26.719805,0.909518,-0.725541,-0.591631,-0.542073,0.237724,-0.471052,-0.055148,-0.068893,-0.085758,-0.126932,-0.211333,0.012770,0.021309,0.002567,0.011324,0.008416,0.009169,0.019199,0.009035,0.003504,0.009153,0.010900,0.010299,0.007926,0.011969,0.009726,-0.000010,0.016873,0.009008,0.001654,0.102907,0.000071,0.021944,-0.040984,-0.090933,0.052625,0.048162,0.060117,0.057954,0.006037,-0.022187,-0.021603,0.013760,0.014417,-0.037220,-0.004508,0.000284,0.000029,0.000516,0.000237,0.000033,-0.000130,0.000207,0.000028,-0.000747,-0.000588,-0.000447,-0.001137,-0.000153,0.056005,0.016884,0.295054,0.051304,0.016697,0.655549,0.003610,0.125081,3.122855,1.055183,0.913660,0.517832,0.416981,0.583140,0.374006,0.349986,0.359774,0.239105,0.190249,0.242455,0.129681,0.029987,0.001810,0.010975,0.007125,0.010404,0.022351,0.011388,0.006290,0.008855,0.008580,0.009259,0.008074,0.006981,0.049698,0.022294,0.401122,0.051356,0.019892,0.577265,0.004546,0.139372,2.886500,0.809412,0.906912,0.509169,0.387293,0.432184,0.352151,0.409925,0.423351,0.325853,0.228863,0.195272,0.131473,0.025117,0.001997,0.015911,0.007534,0.013509,0.023868,0.014018,0.007442,0.010981,0.010412,0.010339,0.007640,0.008321,Cough
0.185881,0.023094,3.230998,0.187283,0.127484,1.636138,0.001998,0.281200,-23.903142,0.592444,-0.246856,-0.624484,0.141485,-0.165784,-0.199166,-0.024892,-0.075102,0.031575,0.065217,-0.045287,-0.086053,0.005214,0.003396,0.005262,0.005653,0.004273,0.007239,0.004585,0.003906,0.005946,0.007843,0.007321,0.005106,0.004021,0.000535,-0.000017,0.000251,0.000463,0.000071,-0.001024,0.000029,0.000256,-0.018915,0.004095,0.014563,0.021884,-0.001505,-0.005327,-0.015168,0.007496,0.000515,-0.013578,0.000594,-0.009496,-0.004748,0.000242,0.000151,0.000010,0.000070,-0.000016,-0.000193,-0.000124,0.000120,-0.000010,-0.000054,0.000036,-0.000055,0.000019,0.031876,0.013328,0.101632,0.019607,0.010650,0.199423,0.000575,0.034190,1.276072,0.321603,0.421031,0.285040,0.351518,0.192226,0.307163,0.309611,0.241520,0.223330,0.280820,0.195456,0.203512,0.003188,0.002137,0.002123,0.004324,0.002459,0.009167,0.001994,0.002990,0.004242,0.006911,0.005376,0.004562,0.002433,0.034876,0.014254,0.148925,0.021291,0.014174,0.254019,0.000779,0.044043,1.161606,0.398841,0.307752,0.316174,0.370460,0.281613,0.323612,0.287515,0.276987,0.281113,0.270208,0.211287,0.247243,0.004177,0.002416,0.002663,0.005885,0.003559,0.011855,0.002059,0.004067,0.005470,0.008022,0.007176,0.006470,0.003315,Cough
0.080646,0.006631,2.644049,0.141954,0.164601,0.556966,0.013466,0.095751,-27.018572,1.220068,0.192581,0.500112,-0.563328,0.236545,0.021561,0.093628,-0.031580,0.007977,-0.098201,-0.047164,0.083726,0.018487,0.003106,0.034656,0.014579,0.030207,0.008453,0.014100,0.002420,0.005354,0.011822,0.018375,0.003233,0.014787,0.001708,-0.000694,0.025307,0.003630,0.004217,0.014572,0.000509,0.000366,0.337458,0.163909,0.059077,-0.025235,0.004244,-0.007737,0.046394,0.012064,0.024045,0.018244,-0.019880,0.029176,0.002172,-0.000215,0.000213,0.005900,0.000552,-0.000068,0.000743,0.000524,-0.000429,0.000268,0.001418,0.001140,0.000492,0.000478,0.030039,0.010387,0.663338,0.039685,0.036676,0.381432,0.031520,0.064737,3.319317,1.165348,0.535697,0.396368,0.411740,0.330664,0.261594,0.169474,0.180926,0.205553,0.255591,0.152788,0.159349,0.015064,0.003541,0.027900,0.013946,0.029785,0.007039,0.010795,0.002558,0.004996,0.009890,0.014968,0.002794,0.008675,0.032552,0.012500,1.011922,0.052689,0.044769,0.426338,0.046025,0.068473,3.412475,1.250093,0.565126,0.354114,0.448587,0.394036,0.369894,0.223591,0.269180,0.247412,0.272711,0.159546,0.208126,0.022170,0.005078,0.032812,0.016991,0.028293,0.009495,0.012563,0.003714,0.006367,0.012806,0.018712,0.003698,0.009259,Cough
0.136397,0.002528,2.898822,0.200296,0.177363,1.271951,0.003126,0.226625,-27.160585,0.906006,-0.491867,0.005323,-0.166283,-0.230181,-0.036285,0.083496,-0.190160,-0.021304,-0.056952,-0.138525,-0.172379,0.008012,0.005405,0.008427,0.010031,0.009871,0.006685,0.011781,0.006245,0.006298,0.016408,0.014049,0.004032,0.008817,-0.003335,-0.000053,0.103674,-0.001096,-0.000283,-0.025596,0.000022,-0.002139,-0.112648,0.067093,0.003065,-0.034370,-0.011519,0.026727,-0.040093,0.007088,0.012986,0.013122,-0.005522,-0.016408,0.030483,0.000693,0.000629,-0.000276,-0.000500,-0.000281,0.000200,0.000177,-0.000374,0.000153,0.000722,0.002186,0.000049,0.000300,0.049143,0.003300,0.510698,0.034574,0.017257,0.472563,0.001582,0.094326,1.251233,0.998604,0.416574,0.390365,0.250088,0.351403,0.307988,0.293629,0.227320,0.225082,0.211064,0.168584,0.221882,0.006380,0.005036,0.005920,0.008912,0.007766,0.004522,0.012237,0.007712,0.006788,0.016056,0.011501,0.003967,0.004819,0.050893,0.005092,0.613725,0.036387,0.020388,0.551082,0.002121,0.113935,1.715016,1.277908,0.524544,0.507205,0.311750,0.415419,0.387767,0.374691,0.291977,0.312366,0.254270,0.216721,0.301152,0.006856,0.006505,0.008722,0.012868,0.009783,0.006115,0.011112,0.010056,0.008743,0.019759,0.011633,0.005699,0.005039,Cough
